date,nation,continent,oppenent,o_continent,score,o_score,tournament,result
2003-03-24,Korea DPR,Asia,India,Asia,2,0,Others,Win
2003-03-24,Zambia,Africa,Rwanda,Africa,3,0,Frendly,Win
2003-03-24,Rwanda,Africa,Zambia,Africa,0,3,Frendly,Lose
2003-03-25,Laos,Asia,Hong Kong,Asia,1,5,Others,Lose
2003-03-25,Hong Kong,Asia,Laos,Asia,5,1,Others,Win
2003-03-25,Myanmar,Asia,Maldives,Africa,2,0,Others,Win
2003-03-25,Maldives,Africa,Myanmar,Asia,0,2,Others,Lose
2003-03-25,Pakistan,Asia,Singapore,Asia,0,3,Others,Lose
2003-03-25,Singapore,Asia,Pakistan,Asia,3,0,Others,Win
2003-03-25,Chinese Taipei,Asia,Sri Lanka,Asia,1,2,Others,Lose
2003-03-25,Sri Lanka,Asia,Chinese Taipei,Asia,2,1,Others,Win
2003-03-26,Greece,Europe,Austria,Europe,2,2,Frendly,Draw
2003-03-26,Austria,Europe,Greece,Europe,2,2,Frendly,Draw
2003-03-26,Burkina Faso,Africa,Burundi,Africa,0,0,Frendly,Draw
2003-03-26,Burundi,Africa,Burkina Faso,Africa,0,0,Frendly,Draw
2003-03-26,St. Lucia,North America,Jamaica,North America,0,5,Others,Lose
2003-03-26,Jamaica,North America,St. Lucia,North America,5,0,Others,Win
2003-03-26,Paraguay,South America,Mexico,North America,1,1,Frendly,Draw
2003-03-26,Mexico,North America,Paraguay,South America,1,1,Frendly,Draw
2003-03-26,Antigua and Barbuda,North America,Trinidad and Tobago,South America,0,2,Others,Lose
2003-03-26,Trinidad and Tobago,South America,Antigua and Barbuda,North America,2,0,Others,Win
2003-03-27,Madagascar,Africa,Cameroon,Africa,0,2,Frendly,Lose
2003-03-27,Cameroon,Africa,Madagascar,Africa,2,0,Frendly,Win
2003-03-27,Bangladesh,Asia,Laos,Asia,1,2,Others,Lose
2003-03-27,Laos,Asia,Bangladesh,Asia,2,1,Others,Win
2003-03-27,Ghana,Africa,Tunisia,Africa,2,2,Frendly,Draw
2003-03-27,Tunisia,Africa,Ghana,Africa,2,2,Frendly,Draw
2003-03-28,Antigua and Barbuda,North America,Cuba,North America,0,2,Others,Lose
2003-03-28,Cuba,North America,Antigua and Barbuda,North America,2,0,Others,Win
2003-03-28,Uruguay,South America,Japan,Asia,2,2,Frendly,Draw
2003-03-28,Japan,Asia,Uruguay,South America,2,2,Frendly,Draw
2003-03-28,Haiti,North America,St. Lucia,North America,1,2,Others,Lose
2003-03-28,St. Lucia,North America,Haiti,North America,2,1,Others,Win
2003-03-29,Russia,Europe,Albania,Europe,1,3,Others,Lose
2003-03-29,Albania,Europe,Russia,Europe,3,1,Others,Win
2003-03-29,Algeria,Africa,Angola,Africa,1,1,Frendly,Draw
2003-03-29,Angola,Africa,Algeria,Africa,1,1,Frendly,Draw
2003-03-29,Northern Ireland,Europe,Armenia,Europe,0,1,Others,Lose
2003-03-29,Armenia,Europe,Northern Ireland,Europe,1,0,Others,Win
2003-03-29,Moldova,Europe,Belarus,Europe,1,2,Others,Lose
2003-03-29,Belarus,Europe,Moldova,Europe,2,1,Others,Win
2003-03-29,Luxembourg,Europe,Bosnia and Herzegovina,Europe,0,2,Others,Lose
2003-03-29,Bosnia and Herzegovina,Europe,Luxembourg,Europe,2,0,Others,Win
2003-03-29,Togo,Africa,Cabo Verde,Africa,1,2,Others,Lose
2003-03-29,Cabo Verde,Africa,Togo,Africa,2,1,Others,Win
2003-03-29,Paraguay,South America,Costa Rica,North America,1,2,Frendly,Lose
2003-03-29,Costa Rica,North America,Paraguay,South America,2,1,Frendly,Win
2003-03-29,Belgium,Europe,Croatia,Europe,0,4,Others,Lose
2003-03-29,Croatia,Europe,Belgium,Europe,4,0,Others,Win
2003-03-29,Israel,Europe,Cyprus,Europe,1,1,Others,Draw
2003-03-29,Cyprus,Europe,Israel,Europe,1,1,Others,Draw
2003-03-29,Canada,North America,Estonia,Europe,1,2,Frendly,Lose
2003-03-29,Estonia,Europe,Canada,North America,2,1,Frendly,Win
2003-03-29,Malta,Europe,France,Europe,0,6,Others,Lose
2003-03-29,France,Europe,Malta,Europe,6,0,Others,Win
2003-03-29,Equatorial Guinea,Africa,Gabon,Africa,0,4,Others,Lose
2003-03-29,Gabon,Africa,Equatorial Guinea,Africa,4,0,Others,Win
2003-03-29,Republic of Ireland,Europe,Georgia,Europe,2,1,Others,Win
2003-03-29,Georgia,Europe,Republic of Ireland,Europe,1,2,Others,Lose
2003-03-29,Lithuania,Europe,Germany,Europe,1,1,Others,Draw
2003-03-29,Germany,Europe,Lithuania,Europe,1,1,Others,Draw
2003-03-29,Finland,Europe,Italy,Europe,0,2,Others,Lose
2003-03-29,Italy,Europe,Finland,Europe,2,0,Others,Win
2003-03-29,Mauritania,Africa,Kenya,Africa,0,4,Others,Lose
2003-03-29,Kenya,Africa,Mauritania,Africa,4,0,Others,Win
2003-03-29,Colombia,South America,Korea,Asia,0,0,Frendly,Draw
2003-03-29,Korea,Asia,Colombia,South America,0,0,Frendly,Draw
2003-03-29,England,Europe,Liechtenstein,Europe,2,0,Others,Win
2003-03-29,Liechtenstein,Europe,England,Europe,0,2,Others,Lose
2003-03-29,Slovakia,Europe,North Macedonia,Europe,2,0,Others,Win
2003-03-29,North Macedonia,Europe,Slovakia,Europe,0,2,Others,Lose
2003-03-29,Nigeria,Africa,Malawi,Africa,1,0,Others,Win
2003-03-29,Malawi,Africa,Nigeria,Africa,0,1,Others,Lose
2003-03-29,Egypt,Africa,Mauritius,Africa,1,0,Others,Win
2003-03-29,Mauritius,Africa,Egypt,Africa,0,1,Others,Lose
2003-03-29,Czech Republic,Europe,Netherlands,Europe,1,1,Others,Draw
2003-03-29,Netherlands,Europe,Czech Republic,Europe,1,1,Others,Draw
2003-03-29,Hungary,Europe,Poland,Europe,0,0,Others,Draw
2003-03-29,Poland,Europe,Hungary,Europe,0,0,Others,Draw
2003-03-29,Brazil,South America,Portugal,Europe,1,2,Frendly,Lose
2003-03-29,Portugal,Europe,Brazil,South America,2,1,Frendly,Win
2003-03-29,Denmark,Europe,Romania,Europe,5,2,Others,Win
2003-03-29,Romania,Europe,Denmark,Europe,2,5,Others,Lose
2003-03-29,Uganda,Africa,Rwanda,Africa,0,0,Others,Draw
2003-03-29,Rwanda,Africa,Uganda,Africa,0,0,Others,Draw
2003-03-29,Iceland,Europe,Scotland,Europe,1,2,Others,Lose
2003-03-29,Scotland,Europe,Iceland,Europe,2,1,Others,Win
2003-03-29,Morocco,Africa,Sierra Leone,Africa,0,0,Others,Draw
2003-03-29,Sierra Leone,Africa,Morocco,Africa,0,0,Others,Draw
2003-03-29,Madagascar,Africa,South Africa,Africa,0,2,Frendly,Lose
2003-03-29,South Africa,Africa,Madagascar,Africa,2,0,Frendly,Win
2003-03-29,Benin,Africa,Sudan,Africa,0,3,Others,Lose
2003-03-29,Sudan,Africa,Benin,Africa,3,0,Others,Win
2003-03-29,Zambia,Africa,Tanzania,Africa,1,0,Others,Win
2003-03-29,Tanzania,Africa,Zambia,Africa,0,1,Others,Lose
2003-03-29,Spain,Europe,Ukraine,Europe,2,2,Others,Draw
2003-03-29,Ukraine,Europe,Spain,Europe,2,2,Others,Draw
2003-03-29,Venezuela,South America,USA,North America,0,2,Frendly,Lose
2003-03-29,USA,North America,Venezuela,South America,2,0,Frendly,Win
2003-03-29,Azerbaijan,Europe,Wales,Europe,0,4,Others,Lose
2003-03-29,Wales,Europe,Azerbaijan,Europe,4,0,Others,Win
2003-03-30,Côte d'Ivoire,Africa,Burundi,Africa,1,0,Others,Win
2003-03-30,Burundi,Africa,Côte d'Ivoire,Africa,0,1,Others,Lose
2003-03-30,Namibia,Africa,Chad,Africa,0,2,Others,Lose
2003-03-30,Chad,Africa,Namibia,Africa,2,0,Others,Win
2003-03-30,Peru,South America,Chile,South America,0,2,Frendly,Lose
2003-03-30,Chile,South America,Peru,South America,2,0,Frendly,Win
2003-03-30,Mali,Africa,Eritrea,Africa,2,0,Others,Win
2003-03-30,Eritrea,Africa,Mali,Africa,0,2,Others,Lose
2003-03-30,Liberia,Africa,Ethiopia,Africa,0,1,Others,Lose
2003-03-30,Ethiopia,Africa,Liberia,Africa,1,0,Others,Win
2003-03-30,Senegal,Africa,Gambia,Africa,0,0,Others,Draw
2003-03-30,Gambia,Africa,Senegal,Africa,0,0,Others,Draw
2003-03-30,Madagascar,Africa,Ghana,Africa,3,3,Frendly,Draw
2003-03-30,Ghana,Africa,Madagascar,Africa,3,3,Frendly,Draw
2003-03-30,Niger,Africa,Guinea,Africa,0,2,Others,Lose
2003-03-30,Guinea,Africa,Niger,Africa,2,0,Others,Win
2003-03-30,Bangladesh,Asia,Hong Kong,Asia,2,2,Others,Draw
2003-03-30,Hong Kong,Asia,Bangladesh,Asia,2,2,Others,Draw
2003-03-30,Korea DPR,Asia,India,Asia,1,1,Others,Draw
2003-03-30,India,Asia,Korea DPR,Asia,1,1,Others,Draw
2003-03-30,Haiti,North America,Jamaica,North America,0,3,Others,Lose
2003-03-30,Jamaica,North America,Haiti,North America,3,0,Others,Win
2003-03-30,Botswana,Africa,Libya,Africa,0,0,Others,Draw
2003-03-30,Libya,Africa,Botswana,Africa,0,0,Others,Draw
2003-03-30,Burkina Faso,Africa,Mozambique,Africa,0,1,Others,Lose
2003-03-30,Mozambique,Africa,Burkina Faso,Africa,1,0,Others,Win
2003-03-30,Congo DR,Africa,Eswatini,Africa,1,1,Others,Draw
2003-03-30,Eswatini,Africa,Congo DR,Africa,1,1,Others,Draw
2003-03-30,Cuba,North America,Trinidad and Tobago,South America,3,1,Others,Win
2003-03-30,Trinidad and Tobago,South America,Cuba,North America,1,3,Others,Lose
2003-03-30,Cameroon,Africa,Tunisia,Africa,0,1,Frendly,Lose
2003-03-30,Tunisia,Africa,Cameroon,Africa,1,0,Frendly,Win
2003-03-30,Seychelles,Africa,Zimbabwe,Africa,1,3,Others,Lose
2003-03-30,Zimbabwe,Africa,Seychelles,Africa,3,1,Others,Win
2003-04-02,Republic of Ireland,Europe,Albania,Europe,0,0,Others,Draw
2003-04-02,Albania,Europe,Republic of Ireland,Europe,0,0,Others,Draw
2003-04-02,Uzbekistan,Asia,Belarus,Europe,2,2,Frendly,Draw
2003-04-02,Belarus,Europe,Uzbekistan,Asia,2,2,Frendly,Draw
2003-04-02,Andorra,Europe,Croatia,Europe,0,2,Others,Lose
2003-04-02,Croatia,Europe,Andorra,Europe,2,0,Others,Win
2003-04-02,Austria,Europe,Czech Republic,Europe,0,4,Others,Lose
2003-04-02,Czech Republic,Europe,Austria,Europe,4,0,Others,Win
2003-04-02,Bosnia and Herzegovina,Europe,Denmark,Europe,2,0,Others,Win
2003-04-02,Denmark,Europe,Bosnia and Herzegovina,Europe,0,2,Others,Lose
2003-04-02,Turkey,Europe,England,Europe,0,2,Others,Lose
2003-04-02,England,Europe,Turkey,Europe,2,0,Others,Win
2003-04-02,Bulgaria,Europe,Estonia,Europe,0,0,Others,Draw
2003-04-02,Estonia,Europe,Bulgaria,Europe,0,0,Others,Draw
2003-04-02,Switzerland,Europe,Georgia,Europe,0,0,Others,Draw
2003-04-02,Georgia,Europe,Switzerland,Europe,0,0,Others,Draw
2003-04-02,Paraguay,South America,Honduras,North America,1,1,Frendly,Draw
2003-04-02,Honduras,North America,Paraguay,South America,1,1,Frendly,Draw
2003-04-02,Sweden,Europe,Hungary,Europe,2,1,Others,Win
2003-04-02,Hungary,Europe,Sweden,Europe,1,2,Others,Lose
2003-04-02,France,Europe,Israel,Europe,2,1,Others,Win
2003-04-02,Israel,Europe,France,Europe,1,2,Others,Lose
2003-04-02,Scotland,Europe,Lithuania,Europe,0,1,Others,Lose
2003-04-02,Lithuania,Europe,Scotland,Europe,1,0,Others,Win
2003-04-02,Norway,Europe,Luxembourg,Europe,2,0,Others,Win
2003-04-02,Luxembourg,Europe,Norway,Europe,0,2,Others,Lose
2003-04-02,Portugal,Europe,North Macedonia,Europe,1,0,Frendly,Win
2003-04-02,North Macedonia,Europe,Portugal,Europe,0,1,Frendly,Lose
2003-04-02,Netherlands,Europe,Moldova,Europe,2,1,Others,Win
2003-04-02,Moldova,Europe,Netherlands,Europe,1,2,Others,Lose
2003-04-02,Greece,Europe,Northern Ireland,Europe,2,0,Others,Win
2003-04-02,Northern Ireland,Europe,Greece,Europe,0,2,Others,Lose
2003-04-02,Chile,South America,Peru,South America,0,3,Frendly,Lose
2003-04-02,Peru,South America,Chile,South America,3,0,Frendly,Win
2003-04-02,San Marino,Europe,Poland,Europe,0,5,Others,Lose
2003-04-02,Poland,Europe,San Marino,Europe,5,0,Others,Win
2003-04-02,Liechtenstein,Europe,Slovakia,Europe,0,4,Others,Lose
2003-04-02,Slovakia,Europe,Liechtenstein,Europe,4,0,Others,Win
2003-04-02,Cyprus,Europe,Slovenia,Europe,1,4,Others,Lose
2003-04-02,Slovenia,Europe,Cyprus,Europe,4,1,Others,Win
2003-04-02,Armenia,Europe,Spain,Europe,0,3,Others,Lose
2003-04-02,Spain,Europe,Armenia,Europe,3,0,Others,Win
2003-04-02,Latvia,Europe,Ukraine,Europe,0,1,Frendly,Lose
2003-04-02,Ukraine,Europe,Latvia,Europe,1,0,Frendly,Win
2003-04-02,Jamaica,North America,Venezuela,South America,0,2,Frendly,Lose
2003-04-02,Venezuela,South America,Jamaica,North America,2,0,Frendly,Win
2003-04-16,Japan,Asia,Korea,Asia,1,0,Frendly,Win
2003-04-16,Korea,Asia,Japan,Asia,0,1,Frendly,Lose
2003-04-20,Angola,Africa,Zimbabwe,Africa,0,1,Others,Lose
2003-04-20,Zimbabwe,Africa,Angola,Africa,1,0,Others,Win
2003-04-23,Guam,Asia,Bhutan,Asia,0,6,Others,Lose
2003-04-23,Bhutan,Asia,Guam,Asia,6,0,Others,Win
2003-04-24,Madagascar,Africa,Algeria,Africa,1,3,Frendly,Lose
2003-04-24,Algeria,Africa,Madagascar,Africa,3,1,Frendly,Win
2003-04-25,Mongolia,Asia,Guam,Asia,5,0,Others,Win
2003-04-25,Guam,Asia,Mongolia,Asia,0,5,Others,Lose
2003-04-25,Honduras,North America,Trinidad and Tobago,South America,2,0,Others,Win
2003-04-25,Trinidad and Tobago,South America,Honduras,North America,0,2,Others,Lose
2003-04-27,Mongolia,Asia,Bhutan,Asia,0,0,Others,Draw
2003-04-27,Bhutan,Asia,Mongolia,Asia,0,0,Others,Draw
2003-04-27,Kazakhstan,Europe,Faroe Islands,Europe,2,3,Frendly,Lose
2003-04-27,Faroe Islands,Europe,Kazakhstan,Europe,3,2,Frendly,Win
2003-04-27,Mali,Africa,Madagascar,Africa,2,0,Frendly,Win
2003-04-27,Madagascar,Africa,Mali,Africa,0,2,Frendly,Lose
2003-04-29,Kazakhstan,Europe,Faroe Islands,Europe,1,2,Frendly,Lose
2003-04-29,Faroe Islands,Europe,Kazakhstan,Europe,2,1,Frendly,Win
2003-04-30,Estonia,Europe,Andorra,Europe,2,0,Others,Win
2003-04-30,Andorra,Europe,Estonia,Europe,0,2,Others,Lose
2003-04-30,Poland,Europe,Belgium,Europe,1,3,Frendly,Lose
2003-04-30,Belgium,Europe,Poland,Europe,3,1,Frendly,Win
2003-04-30,Albania,Europe,Bulgaria,Europe,0,2,Frendly,Lose
2003-04-30,Bulgaria,Europe,Albania,Europe,2,0,Frendly,Win
2003-04-30,Costa Rica,North America,Chile,South America,0,1,Frendly,Lose
2003-04-30,Chile,South America,Costa Rica,North America,1,0,Frendly,Win
2003-04-30,Turkey,Europe,Czech Republic,Europe,0,4,Frendly,Lose
2003-04-30,Czech Republic,Europe,Turkey,Europe,4,0,Frendly,Win
2003-04-30,Ukraine,Europe,Denmark,Europe,0,1,Frendly,Lose
2003-04-30,Denmark,Europe,Ukraine,Europe,1,0,Frendly,Win
2003-04-30,Iceland,Europe,Finland,Europe,0,3,Frendly,Lose
2003-04-30,Finland,Europe,Iceland,Europe,3,0,Frendly,Win
2003-04-30,Egypt,Africa,France,Europe,0,5,Frendly,Lose
2003-04-30,France,Europe,Egypt,Africa,5,0,Frendly,Win
2003-04-30,Russia,Europe,Georgia,Europe,0,1,Others,Lose
2003-04-30,Georgia,Europe,Russia,Europe,1,0,Others,Win
2003-04-30,Colombia,South America,Honduras,North America,0,0,Frendly,Draw
2003-04-30,Honduras,North America,Colombia,South America,0,0,Frendly,Draw
2003-04-30,Luxembourg,Europe,Hungary,Europe,1,5,Frendly,Lose
2003-04-30,Hungary,Europe,Luxembourg,Europe,5,1,Frendly,Win
2003-04-30,Norway,Europe,Republic of Ireland,Europe,0,1,Frendly,Lose
2003-04-30,Republic of Ireland,Europe,Norway,Europe,1,0,Frendly,Win
2003-04-30,Cyprus,Europe,Israel,Europe,0,2,Others,Lose
2003-04-30,Israel,Europe,Cyprus,Europe,2,0,Others,Win
2003-04-30,San Marino,Europe,Latvia,Europe,0,3,Others,Lose
2003-04-30,Latvia,Europe,San Marino,Europe,3,0,Others,Win
2003-04-30,Argentina,South America,Libya,Africa,3,1,Frendly,Win
2003-04-30,Libya,Africa,Argentina,South America,1,3,Frendly,Lose
2003-04-30,Saudi Arabia,Asia,Liechtenstein,Europe,0,1,Frendly,Lose
2003-04-30,Liechtenstein,Europe,Saudi Arabia,Asia,1,0,Frendly,Win
2003-04-30,Romania,Europe,Lithuania,Europe,1,0,Frendly,Win
2003-04-30,Lithuania,Europe,Romania,Europe,0,1,Frendly,Lose
2003-04-30,Slovenia,Europe,Malta,Europe,3,1,Others,Win
2003-04-30,Malta,Europe,Slovenia,Europe,1,3,Others,Lose
2003-04-30,Brazil,South America,Mexico,North America,0,0,Frendly,Draw
2003-04-30,Mexico,North America,Brazil,South America,0,0,Frendly,Draw
2003-04-30,Côte d'Ivoire,Africa,Morocco,Africa,1,0,Frendly,Win
2003-04-30,Morocco,Africa,Côte d'Ivoire,Africa,0,1,Frendly,Lose
2003-04-30,Portugal,Europe,Netherlands,Europe,1,1,Frendly,Draw
2003-04-30,Netherlands,Europe,Portugal,Europe,1,1,Frendly,Draw
2003-04-30,Paraguay,South America,Peru,South America,1,0,Frendly,Win
2003-04-30,Peru,South America,Paraguay,South America,0,1,Frendly,Lose
2003-04-30,Austria,Europe,Scotland,Europe,2,0,Frendly,Win
2003-04-30,Scotland,Europe,Austria,Europe,0,2,Frendly,Lose
2003-04-30,Greece,Europe,Slovakia,Europe,2,2,Frendly,Draw
2003-04-30,Slovakia,Europe,Greece,Europe,2,2,Frendly,Draw
2003-04-30,Jamaica,North America,South Africa,Africa,0,0,Frendly,Draw
2003-04-30,South Africa,Africa,Jamaica,North America,0,0,Frendly,Draw
2003-04-30,Ecuador,South America,Spain,Europe,0,4,Frendly,Lose
2003-04-30,Spain,Europe,Ecuador,South America,4,0,Frendly,Win
2003-04-30,Croatia,Europe,Sweden,Europe,2,1,Frendly,Win
2003-04-30,Sweden,Europe,Croatia,Europe,1,2,Frendly,Lose
2003-04-30,Italy,Europe,Switzerland,Europe,2,1,Frendly,Win
2003-04-30,Switzerland,Europe,Italy,Europe,1,2,Frendly,Lose
2003-04-30,Senegal,Africa,Tunisia,Africa,0,1,Frendly,Lose
2003-04-30,Tunisia,Africa,Senegal,Africa,1,0,Frendly,Win
2003-04-30,Belarus,Europe,Uzbekistan,Asia,2,1,Frendly,Win
2003-04-30,Uzbekistan,Asia,Belarus,Europe,1,2,Frendly,Lose
2003-04-30,Trinidad and Tobago,South America,Venezuela,South America,0,3,Frendly,Lose
2003-04-30,Venezuela,South America,Trinidad and Tobago,South America,3,0,Frendly,Win
2003-05-04,Central African Republic,Africa,Congo,Africa,1,2,Others,Lose
2003-05-04,Congo,Africa,Central African Republic,Africa,2,1,Others,Win
2003-05-08,Mexico,North America,USA,North America,0,0,Frendly,Draw
2003-05-08,USA,North America,Mexico,North America,0,0,Frendly,Draw
2003-05-16,Botswana,Africa,Lesotho,Africa,2,1,Frendly,Win
2003-05-16,Lesotho,Africa,Botswana,Africa,1,2,Frendly,Lose
2003-05-17,Zambia,Africa,Malawi,Africa,1,0,Frendly,Win
2003-05-17,Malawi,Africa,Zambia,Africa,0,1,Frendly,Lose
2003-05-21,Malawi,Africa,Lesotho,Africa,0,0,Frendly,Draw
2003-05-21,Lesotho,Africa,Malawi,Africa,0,0,Frendly,Draw
2003-05-21,Sudan,Africa,Uganda,Africa,0,0,Frendly,Draw
2003-05-21,Uganda,Africa,Sudan,Africa,0,0,Frendly,Draw
2003-05-22,Finland,Europe,Norway,Europe,0,2,Frendly,Lose
2003-05-22,Norway,Europe,Finland,Europe,2,0,Frendly,Win
2003-05-22,England,Europe,South Africa,Africa,2,1,Frendly,Win
2003-05-22,South Africa,Africa,England,Europe,1,2,Frendly,Lose
2003-05-24,Malawi,Africa,Botswana,Africa,1,1,Others,Draw
2003-05-24,Botswana,Africa,Malawi,Africa,1,1,Others,Draw
2003-05-24,Kenya,Africa,Sudan,Africa,1,1,Frendly,Draw
2003-05-24,Sudan,Africa,Kenya,Africa,1,1,Frendly,Draw
2003-05-25,Nigeria,Africa,Jamaica,North America,2,3,Frendly,Lose
2003-05-25,Jamaica,North America,Nigeria,Africa,3,2,Frendly,Win
2003-05-25,Eswatini,Africa,Lesotho,Africa,1,2,Frendly,Lose
2003-05-25,Lesotho,Africa,Eswatini,Africa,2,1,Frendly,Win
2003-05-25,Benin,Africa,Togo,Africa,1,3,Frendly,Lose
2003-05-25,Togo,Africa,Benin,Africa,3,1,Frendly,Win
2003-05-26,Wales,Europe,USA,North America,0,2,Frendly,Lose
2003-05-26,USA,North America,Wales,Europe,2,0,Frendly,Win
2003-05-27,New Zealand,Oceania,Scotland,Europe,1,1,Frendly,Draw
2003-05-27,Scotland,Europe,New Zealand,Oceania,1,1,Frendly,Draw
2003-05-29,Burkina Faso,Africa,Algeria,Africa,1,0,Frendly,Win
2003-05-29,Algeria,Africa,Burkina Faso,Africa,0,1,Frendly,Lose
2003-05-30,Ghana,Africa,Nigeria,Africa,1,3,Frendly,Lose
2003-05-30,Nigeria,Africa,Ghana,Africa,3,1,Frendly,Win
2003-05-31,Angola,Africa,Gabon,Africa,1,1,Frendly,Draw
2003-05-31,Gabon,Africa,Angola,Africa,1,1,Frendly,Draw
2003-05-31,Mauritania,Africa,Gambia,Africa,1,4,Frendly,Lose
2003-05-31,Gambia,Africa,Mauritania,Africa,4,1,Frendly,Win
2003-05-31,Korea,Asia,Japan,Asia,1,0,Frendly,Win
2003-05-31,Japan,Asia,Korea,Asia,0,1,Frendly,Lose
2003-05-31,Trinidad and Tobago,South America,Kenya,Africa,1,1,Frendly,Draw
2003-05-31,Kenya,Africa,Trinidad and Tobago,South America,1,1,Frendly,Draw
2003-05-31,Cabo Verde,Africa,Senegal,Africa,1,2,Frendly,Lose
2003-05-31,Senegal,Africa,Cabo Verde,Africa,2,1,Frendly,Win
2003-05-31,Tanzania,Africa,Uganda,Africa,0,1,Frendly,Lose
2003-05-31,Uganda,Africa,Tanzania,Africa,1,0,Frendly,Win
2003-06-01,Canada,North America,Germany,Europe,1,4,Frendly,Lose
2003-06-01,Germany,Europe,Canada,North America,4,1,Frendly,Win
2003-06-03,Northern Ireland,Europe,Italy,Europe,0,2,Frendly,Lose
2003-06-03,Italy,Europe,Northern Ireland,Europe,2,0,Frendly,Win
2003-06-03,Libya,Africa,Uganda,Africa,2,3,Frendly,Lose
2003-06-03,Uganda,Africa,Libya,Africa,3,2,Frendly,Win
2003-06-06,Kenya,Africa,Mauritania,Africa,0,0,Others,Draw
2003-06-06,Mauritania,Africa,Kenya,Africa,0,0,Others,Draw
2003-06-06,Kazakhstan,Europe,Poland,Europe,0,3,Frendly,Lose
2003-06-06,Poland,Europe,Kazakhstan,Europe,3,0,Frendly,Win
2003-06-06,Paraguay,South America,Portugal,Europe,0,0,Frendly,Draw
2003-06-06,Portugal,Europe,Paraguay,South America,0,0,Frendly,Draw
2003-06-07,Netherlands,Europe,Belarus,Europe,2,0,Others,Win
2003-06-07,Belarus,Europe,Netherlands,Europe,0,2,Others,Lose
2003-06-07,Libya,Africa,Botswana,Africa,1,0,Others,Win
2003-06-07,Botswana,Africa,Libya,Africa,0,1,Others,Lose
2003-06-07,Belgium,Europe,Bulgaria,Europe,2,2,Others,Draw
2003-06-07,Bulgaria,Europe,Belgium,Europe,2,2,Others,Draw
2003-06-07,Mozambique,Africa,Burkina Faso,Africa,0,4,Others,Lose
2003-06-07,Burkina Faso,Africa,Mozambique,Africa,4,0,Others,Win
2003-06-07,Norway,Europe,Denmark,Europe,0,1,Others,Lose
2003-06-07,Denmark,Europe,Norway,Europe,1,0,Others,Win
2003-06-07,Andorra,Europe,Estonia,Europe,0,2,Others,Lose
2003-06-07,Estonia,Europe,Andorra,Europe,2,0,Others,Win
2003-06-07,Latvia,Europe,Hungary,Europe,1,3,Others,Lose
2003-06-07,Hungary,Europe,Latvia,Europe,3,1,Others,Win
2003-06-07,Faroe Islands,Europe,Iceland,Europe,1,2,Others,Lose
2003-06-07,Iceland,Europe,Faroe Islands,Europe,2,1,Others,Win
2003-06-07,Albania,Europe,Republic of Ireland,Europe,1,2,Others,Lose
2003-06-07,Republic of Ireland,Europe,Albania,Europe,2,1,Others,Win
2003-06-07,Slovenia,Europe,Israel,Europe,0,0,Others,Draw
2003-06-07,Israel,Europe,Slovenia,Europe,0,0,Others,Draw
2003-06-07,Liechtenstein,Europe,North Macedonia,Europe,1,3,Others,Lose
2003-06-07,North Macedonia,Europe,Liechtenstein,Europe,3,1,Others,Win
2003-06-07,Eritrea,Africa,Mali,Africa,0,1,Others,Lose
2003-06-07,Mali,Africa,Eritrea,Africa,1,0,Others,Win
2003-06-07,Cyprus,Europe,Malta,Europe,2,1,Others,Win
2003-06-07,Malta,Europe,Cyprus,Europe,1,2,Others,Lose
2003-06-07,Austria,Europe,Moldova,Europe,0,1,Others,Lose
2003-06-07,Moldova,Europe,Austria,Europe,1,0,Others,Win
2003-06-07,Chad,Africa,Namibia,Africa,1,2,Others,Lose
2003-06-07,Namibia,Africa,Chad,Africa,2,1,Others,Win
2003-06-07,Guinea,Africa,Niger,Africa,0,1,Others,Lose
2003-06-07,Niger,Africa,Guinea,Africa,1,0,Others,Win
2003-06-07,Malawi,Africa,Nigeria,Africa,1,4,Others,Lose
2003-06-07,Nigeria,Africa,Malawi,Africa,4,1,Others,Win
2003-06-07,Bosnia and Herzegovina,Europe,Romania,Europe,0,2,Others,Lose
2003-06-07,Romania,Europe,Bosnia and Herzegovina,Europe,2,0,Others,Win
2003-06-07,Sweden,Europe,San Marino,Europe,6,0,Others,Win
2003-06-07,San Marino,Europe,Sweden,Europe,0,6,Others,Lose
2003-06-07,Germany,Europe,Scotland,Europe,1,1,Others,Draw
2003-06-07,Scotland,Europe,Germany,Europe,1,1,Others,Draw
2003-06-07,Gambia,Africa,Senegal,Africa,1,3,Others,Lose
2003-06-07,Senegal,Africa,Gambia,Africa,3,1,Others,Win
2003-06-07,Zimbabwe,Africa,Seychelles,Africa,1,2,Others,Lose
2003-06-07,Seychelles,Africa,Zimbabwe,Africa,2,1,Others,Win
2003-06-07,Turkey,Europe,Slovakia,Europe,1,0,Others,Win
2003-06-07,Slovakia,Europe,Turkey,Europe,0,1,Others,Lose
2003-06-07,Greece,Europe,Spain,Europe,1,0,Others,Win
2003-06-07,Spain,Europe,Greece,Europe,0,1,Others,Lose
2003-06-07,Russia,Europe,Switzerland,Europe,2,2,Others,Draw
2003-06-07,Switzerland,Europe,Russia,Europe,2,2,Others,Draw
2003-06-07,Rwanda,Africa,Uganda,Africa,1,0,Others,Win
2003-06-07,Uganda,Africa,Rwanda,Africa,0,1,Others,Lose
2003-06-07,Armenia,Europe,Ukraine,Europe,3,4,Others,Lose
